sID	Target	Observation	Value	Attention_Confirmation	Age	Sex (2 = female)	Technical_issues	Duration (sek)
21	west	justification_15	The Western Castle's intermediate station did not receive the pigeon so could not have sent a message to the King's Palace, whereas the Eastern's intermediate sent a pony.	1	25	2	-99	1108
21	west	u_0_1t_u	1	1	25	2	-99	1108
21	west	justification_21	The Western Castle's intermediate station did not receive a pigeon, the Eastern Castle's intermediate station sent a telegraph.	1	25	2	-99	1108
21	west	u_u_1p_u	4	1	25	2	-99	1108
21	west	justification_24	It's unknown what happened on the Western side but the Eastern sent a pony, so it's slightly more likely that they caused the alarm if the Western's message was disrupted.	1	25	2	-99	1108
21	west	u_u_0_u	11	1	25	2	-99	1108
21	west	justification_25	Even though it's not known what happened at the Western Castle or its intermediate station, the intermediate for the Eastern Castle did not receive the pigeon so could not have sent a telegraph or a pony to the King's Palace.	1	25	2	-99	1108
21	west	u_1t_u_u	9	1	25	2	-99	1108
21	west	justification_26	Slightly more likely that the Western caused the alarm as they sent a telegraph.	1	25	2	-99	1108
21	west	u_1p_u_u	6	1	25	2	-99	1108
21	west	justification_27	The Western Castle did send out an alarm but it was by pony so has potential to not reach the King's Palace. However nothing is known about the Eastern side.	1	25	2	-99	1108
22	west	1_1t_0_1	11	1	24	2	-99	915
22	west	1_justification_1_1	eastern pigeon never arrived.	1	24	2	-99	915
22	west	1_1t_1p_1	9	1	24	2	-99	915
22	west	1_justification_5_1	both sides sent message. eastern horse takes longer and chance of bandits.	1	24	2	-99	915
22	west	1_1t_1t_1	6	1	24	2	-99	915
22	west	1_justification_8_1	factors same both sides.	1	24	2	-99	915
22	west	1_0_1p_1	1	1	24	2	-99	915
22	west	justification_15	pigeon never got there.	1	24	2	-99	915
22	west	u_1t_0_u	11	1	24	2	-99	915
22	west	justification_16	eastern poigeon never got there.	1	24	2	-99	915
22	west	u_1t_1p_u	8	1	24	2	-99	915
22	west	justification_18	both sides sent a message. eastern pony couldve been atacked by bandits.	1	24	2	-99	915
22	west	u_0_1t_u	1	1	24	2	-99	915
22	west	justification_21	pigeon failed to arrive.	1	24	2	-99	915
22	west	u_u_1p_u	4	1	24	2	-99	915
22	west	justification_24	we know eastern castle sent a pony rider so that's more likely the cause. but there's a chance western castle sent a pony or telegram first.	1	24	2	-99	915
22	west	u_u_0_u	11	1	24	2	-99	915
22	west	justification_25	eastern pigeon never arrived.	1	24	2	-99	915
22	west	u_0_u_u	1	1	24	2	-99	915
22	west	justification_28	pigeon never got there,	1	24	2	-99	915
23	west	1_1t_0_1	10	1	56	2	-99	2146
23	west	1_justification_1_1	Because a telegraph was sent by the information from the Western Castle so it is likely that the alarm was triggered by that.	1	56	2	-99	2146
23	west	1_1p_0_1	11	1	56	2	-99	2146
23	west	1_justification_2_1	Because the message system appeared to be working.	1	56	2	-99	2146
23	west	1_u_0_1	8	1	56	2	-99	2146
23	west	1_justification_3_1	The information from the Eastern Castle was not received so I believe it is likely to be from the Western Castle where there is no information but it could have been likely	1	56	2	-99	2146
23	west	1_1t_1p_1	11	1	56	2	-99	2146
23	west	1_justification_5_1	The message from the information tower from the Western Castle was sent by telegraph which is quicker than the rider from the East	1	56	2	-99	2146
23	west	1_0_u_1	3	1	56	2	-99	2146
23	west	1_justification_13_1	The message from the Western Castle was not received therefore although there is no information about the message from the Eastern Castle it is possible it was received.	1	56	2	-99	2146
23	west	1_0_1p_1	1	1	56	2	-99	2146
23	west	justification_15	The message from the Western Castle was not received but a rider was sent from the information tower after a message was received from the Eastern Castle	1	56	2	-99	2146
23	west	u_1p_1t_u	2	1	56	2	-99	2146
23	west	justification_19	The message from the Eastern Castle was sent by telegraph which is quicker than the rider sent by the Western Castle	1	56	2	-99	2146
23	west	u_u_1p_u	2	1	56	2	-99	2146
23	west	justification_24	There is no information on what happened to the messages from the Western Castle but a rider was sent by the Eastern Castle	1	56	2	-99	2146
23	west	u_u_0_u	9	1	56	2	-99	2146
23	west	justification_25	It is more likely the alarm was triggered by the Western Castle as the message sent from the Eastern Castle was not received.	1	56	2	-99	2146
23	west	u_0_u_u	1	1	56	2	-99	2146
23	west	justification_28	Whilst there is no information about the messages from the Western Castle, the message from the Eastern Castle was not received	1	56	2	-99	2146
24	east	1_1p_0_1	11	1	55	1	-99	1488
24	east	1_justification_30_1	Both castles sent out carrier pigeons. The westerns castle was not received and nothing happened. The eastern pigeon caused a pony rider to be sent to the palace causing the alarm.	1	55	1	-99	1488
24	east	1_u_0_1	11	1	55	1	-99	1488
24	east	1_justification_31_1	Nothing received by western tower	1	55	1	-99	1488
24	east	1_1t_u_1	11	1	55	1	-99	1488
24	east	1_justification_32_1	Only known is the eastern tower sent a telegraph.	1	55	1	-99	1488
24	east	1_1p_u_1	6	1	55	1	-99	1488
24	east	1_justification_34_1	pony rider sent out by Eastern, not enough information to confirm if the western side did.	1	55	1	-99	1488
24	east	1_0_u_1	1	1	55	1	-99	1488
24	east	1_justification_41_1	Both sides sent pigeons. The Eastern side was not received. Although not enough details of how it was sent via The Western tower the alarms was raised by the palace.	1	55	1	-99	1488
24	east	u_1t_0_u	11	1	55	1	-99	1488
24	east	justification_44	Not enough known about who sent pigeons the eastern tower sent out a telegraph.	1	55	1	-99	1488
24	east	u_u_u_u	6	1	55	1	-99	1488
24	east	justification_50	There is not enough information to confirm anything.	1	55	1	-99	1488
24	east	u_u_1t_u	1	1	55	1	-99	1488
24	east	justification_51	Only confirmed information is the western tower sent a telegraph.	1	55	1	-99	1488
24	east	u_u_1p_u	1	1	55	1	-99	1488
24	east	justification_52	A pony rider was sent by the western side. Not enough information to confirm anything else.	1	55	1	-99	1488
24	east	u_1t_u_u	11	1	55	1	-99	1488
24	east	justification_54	Only confirmed information is eastern tower sent a telegraph.	1	55	1	-99	1488
26	east	1_u_0_1	11	1	57	2	No issues	2024
26	east	1_justification_31_1	Palace shows alarm triggered and both castles sent pigeons but only the eastern station allows for the possibility of a response being forwarded as the western castle shows no message.	1	57	2	No issues	2024
26	east	1_1t_1t_1	6	1	57	2	No issues	2024
26	east	1_justification_36_1	Palace shows alarm triggered icon, but each castle and station indicates both sent pigeons and telegraphs so depending upon conditions and timings etc either could have caused the alarm.	1	57	2	No issues	2024
26	east	1_1p_1p_1	6	1	57	2	No issues	2024
26	east	1_justification_37_1	Palace shows alarm triggered and both castles sent pigeons and both stations sent pony riders, so depending upon timings etc either castle could have triggered the alarm	1	57	2	No issues	2024
26	east	1_1p_1t_1	2	1	57	2	No issues	2024
26	east	1_justification_39_1	Palace shows alarm, both castles sent pigeons but only western station shows telegraph icon whilst eastern shows pony rider.  Assume telegraph would reach Palace sooner than pony rider - however depends upon differing pigeons arrival times at stations as to when forwarding communications sent.	1	57	2	No issues	2024
26	east	1_0_1p_1	1	1	57	2	No issues	2024
26	east	justification_43	Both castles sent a pigeon but only the western station sent a response (pony rider) to the palace to trigger the alarm.	1	57	2	No issues	2024
26	east	u_0_1p_u	1	1	57	2	No issues	2024
26	east	justification_48	Both castles show that there is no information regarding sending a pigeon to its station.  However, the western station sent a pony rider to the Palace whereas the eastern station shows no message.	1	57	2	No issues	2024
26	east	u_0_1t_u	1	1	57	2	No issues	2024
26	east	justification_49	Western station shows a telegraph icon whilst eastern station shows no message received.	1	57	2	No issues	2024
26	east	u_u_u_u	6	1	57	2	No issues	2024
26	east	justification_50	No information given for any of castles or stations although Palace alarm triggered, could be either castle.	1	57	2	No issues	2024
26	east	u_u_0_u	11	1	57	2	No issues	2024
26	east	justification_53	Palace shows alarm was triggered, whilst both castles show no information available only the eastern station shows a possibility that a message was sent as unknown information whereas the western station shows no message received.	1	57	2	No issues	2024
26	east	u_0_u_u	1	1	57	2	No issues	2024
26	east	justification_56	Palace shows alarm icon so something was received and the only station showing a possible response via no information available was the western station.	1	57	2	No issues	2024
27	east	1_1t_0_1	11	1	29	1	N/A	1486
27	east	1_justification_29_1	No information was received via the Western Castle, whereas the Eastern Castle successfully sent a message to the palace.	1	29	1	N/A	1486
27	east	1_1p_0_1	11	1	29	1	N/A	1486
27	east	1_justification_30_1	No pigeon was received at the Western station, so by process of elimination the alarm must have been raised by the rider from the East.	1	29	1	N/A	1486
27	east	1_1t_1p_1	8	1	29	1	N/A	1486
27	east	1_justification_33_1	Both castle's pigeons were received, but there is a higher likelihood of the message from the Eastern station being received than the rider from the West who may be intercepted.	1	29	1	N/A	1486
27	east	1_1t_1t_1	6	1	29	1	N/A	1486
27	east	1_justification_36_1	Both castles sent a message via the same method and there is no way of knowing which one reached the palace first.	1	29	1	N/A	1486
27	east	1_1p_1p_1	6	1	29	1	N/A	1486
27	east	1_justification_37_1	Both castles sent out pigeons which resulted in riders being sent to the palace. There is no way of knowing which one made it first to raise the alarm (assuming both made it).	1	29	1	N/A	1486
27	east	1_u_1t_1	2	1	29	1	N/A	1486
27	east	1_justification_40_1	The Western Castle/station successfully transmitted a message to the palace, whereas there is no way of knowing if the Eastern Castle's pigeon was received (or method of message if so).	1	29	1	N/A	1486
27	east	1_0_1t_1	1	1	29	1	N/A	1486
27	east	1_justification_42_1	Once again no information was received from the Eastern Castle (pigeon presumably lost), so alarm must have been raised by Western Castle who transmitted a message.	1	29	1	N/A	1486
27	east	u_u_1t_u	2	1	29	1	N/A	1486
27	east	justification_51	The Western Castle's station sent a message successfully, whereas there is no way to know what happened in the East.	1	29	1	N/A	1486
27	east	u_1p_u_u	8	1	29	1	N/A	1486
27	east	justification_55	A rider was sent from the station serving the Eastern Castle, whereas there is no way of knowing if an incident occurred in the Western Castle (or their method of message if so). However you cannot be certain if the rider made it to the palace to raise the alarm.	1	29	1	N/A	1486
27	east	u_0_u_u	1	1	29	1	N/A	1486
27	east	justification_56	An alarm was raised but no information was received from the Eastern Castle, by process of elimination it must have been the Western Castle.	1	29	1	N/A	1486
29	west	1_1t_0_1	11	1	30	1	-99	1464
29	west	1_justification_1_1	Western tower sent a telegram and eastern tower didn't receive it's message.	1	30	1	-99	1464
29	west	1_1t_1p_1	9	1	30	1	-99	1464
29	west	1_justification_5_1	It is likely that the telegram reached the castle before the rider.	1	30	1	-99	1464
29	west	1_u_1t_1	6	1	30	1	-99	1464
29	west	1_justification_12_1	It is unknown what happened at the western tower.	1	30	1	-99	1464
29	west	1_0_1p_1	1	1	30	1	-99	1464
29	west	justification_15	It had to be the eastern rider.	1	30	1	-99	1464
29	west	u_1t_0_u	11	1	30	1	-99	1464
29	west	justification_16	Western tower sent a telegram and eastern didn't receive a message.	1	30	1	-99	1464
29	west	u_1p_0_u	11	1	30	1	-99	1464
29	west	justification_17	Western tower sent out a rider.	1	30	1	-99	1464
29	west	u_0_1p_u	1	1	30	1	-99	1464
29	west	justification_20	Eastern tower sent out a rider.	1	30	1	-99	1464
29	west	u_u_u_u	6	1	30	1	-99	1464
29	west	justification_22	Everything is unknown.	1	30	1	-99	1464
29	west	u_u_1t_u	1	1	30	1	-99	1464
29	west	justification_23	There was a telegram at the eastern tower.	1	30	1	-99	1464
29	west	u_u_0_u	11	1	30	1	-99	1464
29	west	justification_25	Eastern tower didn't receive a message.	1	30	1	-99	1464
30	west	1_1t_0_1	8	1	26	2	-99	970
30	west	1_justification_1_1	There was a telegraphy send to the kings palace so it was likely as the other failed that it would have been the western.	1	26	2	-99	970
30	west	1_1t_u_1	10	1	26	2	-99	970
30	west	1_justification_4_1	There was little to no information from the south so there would be a greater chance that it has come from the west as a telegraph again was sent.	1	26	2	-99	970
30	west	1_1p_1p_1	6	1	26	2	-99	970
30	west	1_justification_9_1	There was a 50:50 chance as it could have be the South Castle as they also had an emergency and a horse rider sent, but due to bandits it might not always get to the palace, so I would believe that there was an even chance that it could have been either south or western that day.	1	26	2	-99	970
30	west	1_u_1p_1	4	1	26	2	-99	970
30	west	1_justification_10_1	I believe because little to no information was sent from the western castle it wouldn't have set off the alarms, or it would be more likely that the horse rider would have.	1	26	2	-99	970
30	west	1_0_u_1	6	1	26	2	-99	970
30	west	1_justification_13_1	I believe because of the mis information and the little information there was a chance it could have been either.	1	26	2	-99	970
30	west	u_1p_0_u	9	1	26	2	-99	970
30	west	justification_17	The horse rider was sent with information so I believe it would have been likely to sent off the alarm.	1	26	2	-99	970
30	west	u_1t_1p_u	6	1	26	2	-99	970
30	west	justification_18	From what I can gather, this is a an even chance between either the horse or telegraph being received by the king's palace as the telegraph is new technology so it has a chance of not working and has a similar chance to horses being caught by bandits so to me, is an even chance.	1	26	2	-99	970
30	west	u_0_1p_u	2	1	26	2	-99	970
30	west	justification_20	The south sent a horse rider and was more likely.	1	26	2	-99	970
30	west	u_u_0_u	3	1	26	2	-99	970
30	west	justification_25	I believe that because there was no information that nothing would have been sent to the kings palace.	1	26	2	-99	970
30	west	u_1t_u_u	10	1	26	2	-99	970
30	west	justification_26	Likely as it's sent a telegraph.	1	26	2	-99	970
31	east	1_1p_u_1	11	1	25	2	none	870
31	east	1_justification_34_1	There is no information on what happened from the western castle and a pony was sent from the eastern tower.	1	25	2	none	870
31	east	1_1p_1t_1	6	1	25	2	none	870
31	east	1_justification_39_1	A telegraph was successfully sent from the western tower and a pony was sent from the eastern tower so depending on the timing, it could be either one.	1	25	2	none	870
31	east	1_u_1t_1	3	1	25	2	none	870
31	east	1_justification_40_1	Both castles sent a pigeon to the towers but it only shows a successful telegraph from the western tower, so the signal is likely to have come from there.	1	25	2	none	870
31	east	1_0_u_1	4	1	25	2	none	870
31	east	1_justification_41_1	A carrier pigeon was sent out from both castles. THere is no information about what happened at the western tower but it shows that no information was received at the eastern tower.	1	25	2	none	870
31	east	u_1p_0_u	11	1	25	2	none	870
31	east	justification_45	There is no known information about what happened at either castle, but it shows a pony was sent successfully from the eastern tower so it was likely the eastern castle that triggered the alarm.	1	25	2	none	870
31	east	u_0_1p_u	1	1	25	2	none	870
31	east	justification_48	Although there is no known information about what happened from either castle, a pony was successfully sent from the western tower. No information was given on what happened at the eastern tower.	1	25	2	none	870
31	east	u_u_u_u	6	1	25	2	none	870
31	east	justification_50	No information is given on what happened at either castle or either tower so the alarm could have come equally from either castle.	1	25	2	none	870
31	east	u_u_1t_u	3	1	25	2	none	870
31	east	justification_51	There is no known information about what happened at the eastern castle or tower, but a telegraph was successfully sent from the western tower so that is probably what triggered the alarm.	1	25	2	none	870
31	east	u_1t_u_u	9	1	25	2	none	870
31	east	justification_54	There is no known information on what happened at either castle but it shows  a successful telegraph from the eastern tower so that is most likely what caused the alarm to trigger.	1	25	2	none	870
31	east	u_0_u_u	3	1	25	2	none	870
31	east	justification_56	There is no information on what happened on the western side of the castle or tower but since it shows that no information was received at the eastern tower, the signal probably came from the west.	1	25	2	none	870
32	east	1_u_0_1	11	1	45	2	-99	1447
32	east	1_justification_31_1	pigeons were sent by both towers but only east's was received	1	45	2	-99	1447
32	east	1_1t_1p_1	1	1	45	2	-99	1447
32	east	1_justification_33_1	Both castles sent out pigeons, west tower sent out a pony, east tower sent a telegraph.  Telegraphs are quicker than ponies.	1	45	2	-99	1447
32	east	1_1p_1t_1	1	1	45	2	-99	1447
32	east	1_justification_39_1	both castles sent out pigeons, east sent a pony which is slower than the telegraph that west sent	1	45	2	-99	1447
32	east	1_0_u_1	1	1	45	2	-99	1447
32	east	1_justification_41_1	no pigeon was received at east's tower, so could not be them	1	45	2	-99	1447
32	east	1_0_1p_1	1	1	45	2	-99	1447
32	east	justification_43	east castle's pigeon was not received by tower, so cannot be them	1	45	2	-99	1447
32	east	u_0_1t_u	1	1	45	2	-99	1447
32	east	justification_49	No pigeon was received at east tower, but a signal was sent out from west's	1	45	2	-99	1447
32	east	u_u_1p_u	6	1	45	2	-99	1447
32	east	justification_52	A pony was sent out by west but we have no info from east, so could be either	1	45	2	-99	1447
32	east	u_u_0_u	1	1	45	2	-99	1447
32	east	justification_53	west's pigeon was not received, so it must have been east's	1	45	2	-99	1447
32	east	u_1p_u_u	6	1	45	2	-99	1447
32	east	justification_55	east sent out a pony, we don't have any info about west, so it could have been them, or not	1	45	2	-99	1447
32	east	u_0_u_u	1	1	45	2	-99	1447
32	east	justification_56	east's pigeon was not received so it cannot have been them that triggered the alarm	1	45	2	-99	1447
