sID	High_Strength_Component	Target	Observation_Order	1_1_u_1	1_u_u_1	diag_prob_rating	justification_1_1_u_1	justification_1_u_u_1	Attention_Confirmation	Age	Sex (1 = male, 2 = female, 3 = other, 4 = prefer not to say)	Technical_issues	Duration (sek)
148	Terminal	West	observed_first	6	6	6	cannot be more than 50% sure as a cloud is obscuring the other rider	as clouds obscuring both riders there is a 50/50 chance it could be either	1	72	2	no	1349
151	Terminal	West	observed_first	11	6	3	Both pony stops are shown to have been activated as is the alarm at the King's Palace	It could be either because both show ponies leaving but then clouds obscure the view however the castle alarm is shown.	1	32	2	-99	495
166	Terminal	West	observed_first	11	6	6	Both the western castle and the intermediate pony station have a trigger, which means it must have been triggered by the Western castle at least.	As the alarm was triggered, that means one of the castles (eastern or western) must have triggered it. There are clouds on both intermediate pony stations, therefore I am unsure which it was, so it's 50/50.	1	23	1	None	1189
195	Terminal	West	observed_first	11	6	6	The icons show that is true	Both intermediate stations are obscured, so I don't know which one made it to the castle or if they both did.	1	68	2	-99	690
214	Terminal	West	observed_first	8	6	4	A pony rider that inadvertently came from the western castle definitely made it to the kings palace, however, it is also possible that the eastern castle also made it, and got to the kings palace before the other. 70% is a solid chance that it was the western castle.	Both castles sent out ponys, its unclear what happened on either side but at least one of them (1 out of 2, so half) made it.	1	19	1	There was a typo in one of the questions, although I didn't make a note of which. Nothing altering the test, however.	621
29	Terminal	West	unobserved_first	9	6	6	clearer what happened at western castle	scenario is equal from both castles	1	24	2	-99	991
46	Terminal	West	unobserved_first	11	6	6	the alarm doesnt ring on its own	there is no leading information either way	1	24	2	-99	627
51	Terminal	West	unobserved_first	8	6	4	The likelihood,  that the pony rider sent out from the Eastern castle was attacked, is high. Therefore it is more likely that the Western castle cause the alarm, because we know (for sure), that its pony was not attacked.	No enough information to ascertain which castle caused the alarm.	1	56	1	-99	937
62	Terminal	West	unobserved_first	11	6	6	confimred new pony rider left the intermediate station	cloud on both routes	1	20	1	-99	629
67	Terminal	West	unobserved_first	11	6	1	The eastern intermediate station is blocked by a cloud so we do not k ow if that pony rider was able to pass, however the western pony rider did make it to the intermediate station unharmed.	Both intermediate stations are blocked by clouds so we cannot be sure.	1	19	2	N/A	1075
78	Terminal	West	unobserved_first	3	6	6	The western castle successfully  sent a pony to the intermediate station, but I can't tell if the eastern one did as well because a cloud is obscuring my view so I can't know for certain what happened, but i know for a fact the western one succeeded so it's more likely to be that one	Because both castles sent out riders and I can't tell if either of them reached the intermediate stations so I have know way of knowing which triggered the alarm.	1	24	1	-99	561
92	Terminal	West	unobserved_first	6	6	3	All castles have same image	Both castles have the same image above it	1	25	2	N/A	655
99	Terminal	West	unobserved_first	6	6	6	Will still need to see the other cloud to determine if it was just the western castle	Unsure because the cloud is covering the secondary posts	1	31	1	-99	644
118	Terminal	West	unobserved_first	8	6	6	More likely as I can't see the other castle	Both intermediate are obscured so can't tell	1	32	1	-99	441
125	Terminal	West	unobserved_first	7	6	6	We know that the western castle sent a pony that would have reached the castle and would have triggered the alarm. However there's also a chance that the eastern castle pony reached the castle but we don't know whether or not the message got through because of cloud cover so it's 50/50 if the eastern castle pony 2 also triggered the alarm. It's possible that both ponies reached the castle and both triggered the alarm	Both sent out ponies. You can't tell if either intermediate pony station definitely received the pony messenger due to cloud cover. But we know that one message got through. But we don't know which	1	42	2	-99	724
133	Terminal	West	unobserved_first	6	6	6	can't tell if eastern pony made it so still equal chance	equal chance of both ponies making it	1	20	1	-99	536
135	Terminal	West	unobserved_first	1	6	3	All are calling now from each side (castles)	Both are calling	1	20	2	No	2534
144	Terminal	West	unobserved_first	8	6	6	We can be fairly certain that the alarm went off because of the western castle because the pony made it to the intermediate station	Both castles sent out ponies to their emergency stations, but clouds keep us from knowing what happened.	1	31	2	-99	609
165	Terminal	West	unobserved_first	10	6	6	The rider of the western castle got through but I cannot say for sure if they got there first as there is a cloud in the way of the intermediary station of the eastern castle	Cannot see which station successfully received a rider	1	35	2	-99	538
172	Terminal	West	unobserved_first	11	11	6	There is an indication that a rider was sent out from each the castle and the pony station	There is an indication that there was a rider sent from this castle.	1	30	2	-99	917
187	Terminal	West	unobserved_first	11	6	2	The horse going to the pony station.	I can't see the outcome of either journey due to the cloud obstruction, to see which one headed to the stations and castle.	1	32	2	-99	1213
200	Terminal	West	unobserved_first	11	6	4	the pony reached the immediate station from the western castle where as we dont know the eastern castle pony reached the station because its obscured by cloud	both midway pony stations are obscured by cloud so it could have been either castle	1	24	1	n/a	624
218	Terminal	West	unobserved_first	6	6	6	Both western castles sent out ponies	Both castles sent out ponies	1	45	2	N/A	1223
